ID	region	Discovery.scan
ID02	33-lh-transversetemporal.nii.gz	74.160798 
ID02	34-lh-insula.nii.gz	82.254940 
ID02	35-Left-Cerebellum-Cortex.nii.gz	86.072596 
ID02	36-Left-Thalamus-Proper.nii.gz	70.867508 
ID02	37-Left-Caudate.nii.gz	72.575567 
ID02	38-Left-Putamen.nii.gz	67.410211 
ID02	39-Left-Pallidum.nii.gz	55.957723 
ID02	40-Left-Hippocampus.nii.gz	83.182529 
ID02	41-Left-Amygdala.nii.gz	82.002370 
ID02	42-Left-Accumbens-area.nii.gz	75.266668 
ID02	43-Right-Thalamus-Proper.nii.gz	73.956474 
ID02	44-Right-Caudate.nii.gz	76.216578 
ID02	45-Right-Putamen.nii.gz	68.683792 
ID02	46-Right-Pallidum.nii.gz	57.575618 
ID02	47-Right-Hippocampus.nii.gz	88.378402 
ID02	48-Right-Amygdala.nii.gz	85.375394 
ID02	49-Right-Accumbens-area.nii.gz	78.423208 
ID02	50-rh-bankssts.nii.gz	76.690682 
ID02	51-rh-caudalanteriorcingulate.nii.gz	82.327006 
ID02	52-rh-caudalmiddlefrontal.nii.gz	78.910788 
ID02	53-rh-cuneus.nii.gz	71.861933 
ID02	54-rh-entorhinal.nii.gz	82.464525 
ID02	55-rh-fusiform.nii.gz	79.769935 
ID02	56-rh-inferiorparietal.nii.gz	74.470352 
ID02	57-rh-inferiortemporal.nii.gz	78.852263 
ID02	58-rh-isthmuscingulate.nii.gz	80.436879 
ID02	59-rh-lateraloccipital.nii.gz	71.577674 
ID02	60-rh-lateralorbitofrontal.nii.gz	80.561079 
ID02	61-rh-lingual.nii.gz	77.071679 
ID02	62-rh-medialorbitofrontal.nii.gz	83.818563 
ID02	63-rh-middletemporal.nii.gz	79.573772 
ID02	64-rh-parahippocampal.nii.gz	86.167588 
ID02	65-rh-paracentral.nii.gz	76.205576 
ID02	66-rh-parsopercularis.nii.gz	79.477316 
ID02	67-rh-parsorbitalis.nii.gz	79.288419 
ID02	68-rh-parstriangularis.nii.gz	79.104493 
ID02	69-rh-pericalcarine.nii.gz	73.236064 
ID02	70-rh-postcentral.nii.gz	74.868307 
ID02	71-rh-posteriorcingulate.nii.gz	79.310281 
ID02	72-rh-precentral.nii.gz	75.721307 
ID02	73-rh-precuneus.nii.gz	75.713494 
ID02	74-rh-rostralanteriorcingulate.nii.gz	81.644276 
ID02	75-rh-rostralmiddlefrontal.nii.gz	80.743990 
ID02	76-rh-superiorfrontal.nii.gz	82.999827 
ID02	77-rh-superiorparietal.nii.gz	71.789529 
ID02	78-rh-superiortemporal.nii.gz	79.892001 
ID02	79-rh-supramarginal.nii.gz	76.493869 
ID02	80-rh-frontalpole.nii.gz	86.370248 
ID02	81-rh-temporalpole.nii.gz	83.127558 
ID02	82-rh-transversetemporal.nii.gz	75.980447 
ID02	83-rh-insula.nii.gz	83.753917 
ID02	84-Right-Cerebellum-Cortex.nii.gz	87.540199 
